,Review,Rating
0,"
""the last of the lambs"", the last lamban, is dead. his body has been driven to the ground, but the ghost remains.
in this world of video games, the ""game of life"", everything goes smoothly. everything is going as planned, except for the fact that the way that is. the game is always the same. every move is the exact same as the one that saved her life. no matter what happens, no one will know what will be done",0.6643717638121984
1,"the king of kings, a tyrant is visited by the ghost of his dead son.
an engan boy moves to england to study business, but he soon discovers that his father has committed suicide. his mother works to make a living, while his younger sister works all the while to feed his brother's family. but as the family grows, things get worse. the boy's father's death occurs, leaving the daughter and his sister in the care of a local grave robber. while the",5.31133434307568
2,"the film is based on the bestselling novel by a young woman by the time of her death.
a young man crosses paths with a ghost and becomes the target of a serial killer. but the killer is not the man he once was. he must face the consequences of his actions and overcome his guilt. star of the new horror comedy ""the black widow,"" ""scooby-doo: reward or die"" and ""at the edge of hell,"" the film follows the true-life",5.000715837974607
3,"the place where a young woman is murdered and left to die in a mountain cabin.
a ghost story about the decline of civilization and the need for new ways to live. a film that portrays the limits of our current technology and of the impossible, a la spooktacular. the film follows a group of friends who go on a ghost hunting trip. they encounter various ghostly creatures, ghosts, and goblins. however, the group is not so scared as they believe that the ghosts are",6.294412551984549
4,"theresa chiau, a young woman with special needs, is lured by an attractive young man to live in the city. however, the attraction of the handsome richard - the one who can make all the money - turns out to be far more sinister than he seemed.
as the film progresses, it becomes clear that the plot may have been a little too far-fetched. the ghost of mitsuka, an otaku who died four years ago, resides in an apartment in",8.658175908152995
5," to win this weekend's prize: an ""in-game goldfish"" sign for a virtual reality show.
the biggest prize in the series: a ""korean shark fin show"" that will go on to become one of the most popular in korea. while the prize money is not exact, it's a lot that could go a long way to keeping the koreans happy. one such prize is a record as ""the winner of a ghostly jackpot"".
sab",7.387860803699056
6,"the film is about a group of misbehaving students who try to track down a ghost that haunts the campus. the group are soon surrounded by hostile ghosts, who have the ability to see ghosts.
at some point in the film, a girl named bianca winds up at the root of a body of truth, and becomes the heroine of the next story. that's a terrible ending. but what happens to a lonely girl who joins the cause of her deceased sister?
in",4.933973950548232
7," for the record, this is my favorite film ever made. it is a haunting and engrossing film that reminds me of the films that inspired me to become a filmmaker.  it reminds of films like ""the camera moves"" and ""eating"" a ghost"" that evoke the spirit of horror. the film is filled with grace and determination. when one of my friends gets murdered, it feels like we are moving on.
the film revolves around the lives of a group of american tourists",3.461000015398735
8,"harry wilcox, the man in the red dress, is a businessman who lives in a house in south west kentucky. he is lured by the attractive young woman, kathrin, to live with him in their new house. however, when the couple discovers that kathi's ghost has been haunting their house, they are not so happy. they have to stop the ghost from gaining control of the house and help the young man regain his freedom.
a young girl, has",9.932030218456795
9,"murraythemartin’s death. the house, which is now deserted, is haunted by the ghosts of the past, and the only way to stop them is to turn the ghost back on its head.
yusuke, a student at the same school, works diligently on a thesis on kana kanzuka, the heroine in the original kamakana manga. kadin is a common occupation among shinigami, but the tempers and temms of shin",5.510945976067345
